River Flow Rate (m³/s),Temperature Drop (ΔT) (°C),Heat Extraction Potential (kWh),COP (Coefficient of Performance),Heat Pump Output (kWh)
36.16,3,1632407039.9999998,4,6529628159.999999
12.17,3,549402480.0,4,2197609920.0
15.08,3,680771520.0,4,2723086080.0
20.43,3,922291919.9999999,4,3689167679.9999995
15.01,3,677611440.0,4,2710445760.0
33.55,3,1514581199.9999998,4,6058324799.999999
37.24,3,1681162560.0000002,4,6724650240.000001
41.01,3,1851355439.9999998,4,7405421759.999999
25.7,3,1160200800.0,4,4640803200.0
12.82,3,578746080.0000001,4,2314984320.0000005
40.68,3,1836457920.0,4,7345831680.0
29.78,3,1344388320.0,4,5377553280.0
33.15,3,1496523600.0,4,5986094400.0
13.32,3,601318080.0000001,4,2405272320.0000005
39.48,3,1782285119.9999998,4,7129140479.999999
14.86,3,670839840.0,4,2683359360.0
26.02,3,1174646880.0,4,4698587520.0
36.66,3,1654979039.9999998,4,6619916159.999999
28.24,3,1274866560.0,4,5099466240.0
33.5,3,1512324000.0,4,6049296000.0
26.4,3,1191801600.0,4,4767206400.0
19.41,3,876245040.0,4,3504980160.0
45.62,3,2059469279.9999998,4,8237877119.999999
26.19,3,1182321360.0000002,4,4729285440.000001
34.28,3,1547536320.0,4,6190145280.0
12.21,3,551208240.0000001,4,2204832960.0000005
15.55,3,701989200.0,4,2807956800.0
22.84,3,1031088959.9999999,4,4124355839.9999995
49.16,3,2219279039.9999995,4,8877116159.999998
24.38,3,1100610720.0,4,4402442880.0
17.79,3,803111759.9999999,4,3212447039.9999995
18.09,3,816654960.0,4,3266619840.0
42.62,3,1924037279.9999998,4,7696149119.999999
39.62,3,1788605280.0,4,7154421120.0
16.32,3,736750080.0000001,4,2947000320.0000005
38.45,3,1735786800.0000002,4,6943147200.000001
35.65,3,1609383600.0,4,6437534400.0
36.36,3,1641435839.9999998,4,6565743359.999999
20.74,3,936286559.9999999,4,3745146239.9999995
19.49,3,879856559.9999999,4,3519426239.9999995
32.08,3,1448219519.9999998,4,5792878079.999999
26.93,3,1215727920.0,4,4862911680.0
11.82,3,533602080.00000006,4,2134408320.0000002
25.37,3,1145303280.0,4,4581213120.0
33.27,3,1501940880.0000002,4,6007763520.000001
49.89,3,2252234160.0,4,9008936640.0
39.5,3,1783188000.0,4,7132752000.0
31.54,3,1423841760.0,4,5695367040.0
32.67,3,1474854480.0000002,4,5899417920.000001
10.88,3,491166720.00000006,4,1964666880.0000002
44.13,3,1992204720.0000002,4,7968818880.000001
26.78,3,1208956320.0,4,4835825280.0
36.17,3,1632858480.0000002,4,6531433920.000001
36.56,3,1650464640.0,4,6601858560.0
11.27,3,508772879.99999994,4,2035091519.9999998
17.13,3,773316719.9999999,4,3093266879.9999995
12.17,3,549402480.0,4,2197609920.0
47.29,3,2134859760.0,4,8539439040.0
26.19,3,1182321360.0000002,4,4729285440.000001
41.45,3,1871218800.0000002,4,7484875200.000001
45.98,3,2075721119.9999998,4,8302884479.999999
26.96,3,1217082240.0,4,4868328960.0
27.01,3,1219339440.0,4,4877357760.0
16.72,3,754807680.0,4,3019230720.0
48.38,3,2184066720.0000005,4,8736266880.000002
35.51,3,1603063439.9999998,4,6412253759.999999
35.54,3,1604417760.0,4,6417671040.0
49.45,3,2232370800.0,4,8929483200.0
16.11,3,727269840.0,4,2909079360.0
16.41,3,740813040.0,4,2963252160.0
27.72,3,1251391680.0,4,5005566720.0
42.18,3,1904173919.9999998,4,7616695679.999999
10.91,3,492521040.0,4,1970084160.0
29.23,3,1319559120.0,4,5278236480.0
46.36,3,2092875840.0,4,8371503360.0
48.77,3,2201672880.0,4,8806691520.0
17.0,3,767448000.0,4,3069792000.0
45.01,3,2031931440.0,4,8127725760.0
36.09,3,1629246960.0000002,4,6516987840.000001
15.59,3,703794960.0,4,2815179840.0
25.48,3,1150269120.0,4,4601076480.0
36.26,3,1636921439.9999998,4,6547685759.999999
11.3,3,510127200.0,4,2040508800.0
15.27,3,689348880.0,4,2757395520.0
36.39,3,1642790160.0000002,4,6571160640.000001
16.74,3,755710559.9999999,4,3022842239.9999995
13.3,3,600415200.0,4,2401660800.0
13.69,3,618021360.0,4,2472085440.0
33.07,3,1492912080.0,4,5971648320.0
35.16,3,1587263039.9999998,4,6349052159.999999
12.84,3,579648960.0,4,2318595840.0
46.43,3,2096035919.9999998,4,8384143679.999999
20.51,3,925903440.0000001,4,3703613760.0000005
11.94,3,539019360.0,4,2156077440.0
29.74,3,1342582560.0,4,5370330240.0
42.48,3,1917717119.9999998,4,7670868479.999999
14.13,3,637884720.0,4,2551538880.0
30.05,3,1356577200.0,4,5426308800.0
34.73,3,1567851119.9999998,4,6271404479.999999
44.96,3,2029674240.0,4,8118696960.0
29.26,3,1320913440.0,4,5283653760.0
18.26,3,824329440.0000001,4,3297317760.0000005
19.72,3,890239680.0,4,3560958720.0
37.17,3,1678002480.0000002,4,6712009920.000001
12.51,3,564751440.0,4,2259005760.0
47.9,3,2162397600.0,4,8649590400.0
25.76,3,1162909440.0,4,4651637760.0
13.73,3,619827120.0,4,2479308480.0
36.02,3,1626086880.0000002,4,6504347520.000001
11.73,3,529539120.00000006,4,2118156480.0000002
38.04,3,1717277760.0,4,6869111040.0
45.53,3,2055406320.0000002,4,8221625280.000001
37.5,3,1692900000.0,4,6771600000.0
49.15,3,2218827600.0,4,8875310400.0
25.68,3,1159297920.0,4,4637191680.0
13.33,3,601769520.0,4,2407078080.0
48.66,3,2196707039.9999995,4,8786828159.999998
16.34,3,737652960.0,4,2950611840.0
42.77,3,1930808880.0000002,4,7723235520.000001
48.65,3,2196255600.0,4,8785022400.0
48.28,3,2179552320.0000005,4,8718209280.000002
17.68,3,798145919.9999999,4,3192583679.9999995
30.9,3,1394949600.0,4,5579798400.0
46.54,3,2101001760.0,4,8404007040.0
17.61,3,794985840.0,4,3179943360.0
34.73,3,1567851119.9999998,4,6271404479.999999
13.81,3,623438640.0,4,2493754560.0
47.89,3,2161946160.0,4,8647784640.0
15.21,3,686640240.0000001,4,2746560960.0000005
26.08,3,1177355519.9999998,4,4709422079.999999
42.16,3,1903271039.9999998,4,7613084159.999999
33.78,3,1524964320.0,4,6099857280.0
23.5,3,1060884000.0,4,4243536000.0
13.44,3,606735360.0,4,2426941440.0
25.94,3,1171035360.0000002,4,4684141440.000001
47.55,3,2146597200.0,4,8586388800.0
23.23,3,1048695120.0,4,4194780480.0
43.75,3,1975050000.0,4,7900200000.0
32.96,3,1487946240.0,4,5951784960.0
34.97,3,1578685680.0,4,6314742720.0
26.42,3,1192704480.0000002,4,4770817920.000001
32.56,3,1469888640.0,4,5879554560.0
33.11,3,1494717839.9999998,4,5978871359.999999
10.59,3,478074960.0,4,1912299840.0
21.4,3,966081600.0,4,3864326400.0
38.3,3,1729015199.9999998,4,6916060799.999999
15.24,3,687994560.0,4,2751978240.0
32.43,3,1464019920.0,4,5856079680.0
10.15,3,458211600.0,4,1832846400.0
44.1,3,1990850400.0,4,7963401600.0
47.67,3,2152014480.0,4,8608057920.0
18.2,3,821620800.0,4,3286483200.0
36.48,3,1646853119.9999998,4,6587412479.999999
34.02,3,1535798880.0000002,4,6143195520.000001
26.08,3,1177355519.9999998,4,4709422079.999999
19.23,3,868119120.0,4,3472476480.0
23.79,3,1073975760.0,4,4295903040.0
29.25,3,1320462000.0,4,5281848000.0
13.53,3,610798319.9999999,4,2443193279.9999995
48.99,3,2211604560.0,4,8846418240.0
47.74,3,2155174560.0,4,8620698240.0
17.24,3,778282559.9999999,4,3113130239.9999995
47.49,3,2143888560.0,4,8575554240.0
40.35,3,1821560400.0,4,7286241600.0
27.5,3,1241460000.0,4,4965840000.0
22.5,3,1015740000.0,4,4062960000.0
39.03,3,1761970320.0,4,7047881280.0
11.24,3,507418560.0,4,2029674240.0
29.12,3,1314593280.0,4,5258373120.0
12.69,3,572877360.0,4,2291509440.0
17.66,3,797243040.0,4,3188972160.0
26.83,3,1211213519.9999998,4,4844854079.999999
46.23,3,2087007119.9999998,4,8348028479.999999
35.54,3,1604417760.0,4,6417671040.0
13.67,3,617118480.0,4,2468473920.0
15.0,3,677160000.0,4,2708640000.0
28.67,3,1294278480.0000002,4,5177113920.000001
16.21,3,731784240.0000001,4,2927136960.0000005
18.31,3,826586640.0,4,3306346560.0
44.97,3,2030125679.9999998,4,8120502719.999999
45.89,3,2071658160.0,4,8286632640.0
11.68,3,527281919.99999994,4,2109127679.9999998
48.09,3,2170974960.0000005,4,8683899840.000002
25.32,3,1143046080.0,4,4572184320.0
44.54,3,2010713760.0,4,8042855040.0
36.64,3,1654076160.0000002,4,6616304640.000001
44.6,3,2013422400.0,4,8053689600.0
31.66,3,1429259040.0,4,5717036160.0
11.47,3,517801680.00000006,4,2071206720.0000002
28.24,3,1274866560.0,4,5099466240.0
37.77,3,1705088880.0000002,4,6820355520.000001
30.0,3,1354320000.0,4,5417280000.0
45.09,3,2035542960.0000002,4,8142171840.000001
35.32,3,1594486080.0,4,6377944320.0
45.07,3,2034640080.0000002,4,8138560320.000001
22.5,3,1015740000.0,4,4062960000.0
32.33,3,1459505519.9999998,4,5838022079.999999
43.47,3,1962409679.9999998,4,7849638719.999999
10.44,3,471303359.99999994,4,1885213439.9999998
48.93,3,2208895920.0,4,8835583680.0
17.22,3,777379680.0,4,3109518720.0
20.43,3,922291919.9999999,4,3689167679.9999995
21.63,3,976464720.0,4,3905858880.0
26.87,3,1213019280.0,4,4852077120.0
13.4,3,604929600.0,4,2419718400.0
34.42,3,1553856480.0000002,4,6215425920.000001
39.61,3,1788153839.9999998,4,7152615359.999999
14.19,3,640593360.0,4,2562373440.0
28.03,3,1265386320.0,4,5061545280.0
48.12,3,2172329279.9999995,4,8689317119.999998
37.53,3,1694254320.0,4,6777017280.0
25.07,3,1131760080.0,4,4527040320.0
31.66,3,1429259040.0,4,5717036160.0
26.53,3,1197670320.0,4,4790681280.0
48.79,3,2202575760.0,4,8810303040.0
38.12,3,1720889280.0,4,6883557120.0
10.64,3,480332160.0,4,1921328640.0
41.8,3,1887019199.9999998,4,7548076799.999999
14.64,3,660908160.0,4,2643632640.0
43.01,3,1941643440.0,4,7766573760.0
16.6,3,749390400.0000001,4,2997561600.0000005
15.74,3,710566560.0,4,2842266240.0
33.56,3,1515032640.0,4,6060130560.0
32.32,3,1459054080.0,4,5836216320.0
26.73,3,1206699120.0,4,4826796480.0
23.12,3,1043729280.0,4,4174917120.0
34.11,3,1539861839.9999998,4,6159447359.999999
15.32,3,691606080.0000001,4,2766424320.0000005
26.12,3,1179161280.0,4,4716645120.0
46.62,3,2104613279.9999998,4,8418453119.999999
41.25,3,1862190000.0,4,7448760000.0
47.99,3,2166460560.0,4,8665842240.0
12.91,3,582809040.0,4,2331236160.0
45.65,3,2060823600.0,4,8243294400.0
39.48,3,1782285119.9999998,4,7129140479.999999
27.89,3,1259066160.0000002,4,5036264640.000001
39.28,3,1773256320.0,4,7093025280.0
45.19,3,2040057360.0,4,8160229440.0
41.82,3,1887922080.0000002,4,7551688320.000001
27.06,3,1221596639.9999998,4,4886386559.999999
33.11,3,1494717839.9999998,4,5978871359.999999
37.53,3,1694254320.0,4,6777017280.0
45.32,3,2045926080.0000002,4,8183704320.000001
43.33,3,1956089519.9999998,4,7824358079.999999
26.57,3,1199476080.0,4,4797904320.0
24.16,3,1090679040.0,4,4362716160.0
21.31,3,962018639.9999999,4,3848074559.9999995
44.47,3,2007553679.9999998,4,8030214719.999999
12.03,3,543082319.9999999,4,2172329279.9999995
10.54,3,475817759.99999994,4,1903271039.9999998
17.15,3,774219599.9999999,4,3096878399.9999995
15.1,3,681674400.0,4,2726697600.0
39.15,3,1767387600.0,4,7069550400.0
20.16,3,910103040.0,4,3640412160.0
40.85,3,1844132400.0,4,7376529600.0
18.54,3,836969759.9999999,4,3347879039.9999995
35.77,3,1614800880.0000002,4,6459203520.000001
13.15,3,593643600.0,4,2374574400.0
19.84,3,895656960.0,4,3582627840.0
45.63,3,2059920720.0000002,4,8239682880.000001
45.81,3,2068046640.0,4,8272186560.0
21.09,3,952086959.9999999,4,3808347839.9999995
22.3,3,1006711200.0,4,4026844800.0
28.19,3,1272609360.0000002,4,5090437440.000001
35.8,3,1616155199.9999998,4,6464620799.999999
48.07,3,2170072080.0,4,8680288320.0
48.35,3,2182712400.0,4,8730849600.0
29.53,3,1333102320.0,4,5332409280.0
24.34,3,1098804960.0,4,4395219840.0
14.39,3,649622160.0,4,2598488640.0
15.9,3,717789600.0,4,2871158400.0
43.9,3,1981821600.0,4,7927286400.0
39.91,3,1801697039.9999998,4,7206788159.999999
25.73,3,1161555120.0,4,4646220480.0
44.21,3,1995816240.0,4,7983264960.0
29.04,3,1310981760.0,4,5243927040.0
43.65,3,1970535600.0,4,7882142400.0
40.92,3,1847292480.0000002,4,7389169920.000001
23.07,3,1041472080.0,4,4165888320.0
39.36,3,1776867839.9999998,4,7107471359.999999
27.61,3,1246425839.9999998,4,4985703359.999999
43.57,3,1966924080.0000002,4,7867696320.000001
40.79,3,1841423760.0,4,7365695040.0
37.27,3,1682516880.0000002,4,6730067520.000001
33.38,3,1506906720.0,4,6027626880.0
21.59,3,974658959.9999999,4,3898635839.9999995
38.99,3,1760164560.0000002,4,7040658240.000001
48.34,3,2182260960.0000005,4,8729043840.000002
20.32,3,917326080.0000001,4,3669304320.0000005
26.32,3,1188190080.0,4,4752760320.0
41.82,3,1887922080.0000002,4,7551688320.000001
49.16,3,2219279039.9999995,4,8877116159.999998
30.54,3,1378697760.0,4,5514791040.0
28.87,3,1303307280.0,4,5213229120.0
46.9,3,2117253600.0,4,8469014400.0
41.47,3,1872121680.0,4,7488486720.0
16.72,3,754807680.0,4,3019230720.0
44.69,3,2017485360.0,4,8069941440.0
40.38,3,1822914720.0,4,7291658880.0
35.91,3,1621121039.9999998,4,6484484159.999999
49.62,3,2240045279.9999995,4,8960181119.999998
22.83,3,1030637519.9999999,4,4122550079.9999995
37.16,3,1677551039.9999998,4,6710204159.999999
44.83,3,2023805519.9999998,4,8095222079.999999
19.27,3,869924880.0,4,3479699520.0
39.1,3,1765130400.0,4,7060521600.0
36.14,3,1631504160.0000002,4,6526016640.000001
34.26,3,1546633439.9999998,4,6186533759.999999
30.14,3,1360640160.0000002,4,5442560640.000001
12.9,3,582357600.0,4,2329430400.0
10.43,3,470851920.0,4,1883407680.0
26.74,3,1207150560.0,4,4828602240.0
36.0,3,1625184000.0,4,6500736000.0
19.9,3,898365599.9999999,4,3593462399.9999995
20.79,3,938543759.9999999,4,3754175039.9999995
49.53,3,2235982320.0000005,4,8943929280.000002
28.72,3,1296535680.0,4,5186142720.0
47.55,3,2146597200.0,4,8586388800.0
36.05,3,1627441199.9999998,4,6509764799.999999
31.95,3,1442350800.0,4,5769403200.0
46.14,3,2082944160.0,4,8331776640.0
18.27,3,824780880.0,4,3299123520.0
48.49,3,2189032560.0,4,8756130240.0
45.03,3,2032834320.0000002,4,8131337280.000001
29.82,3,1346194080.0,4,5384776320.0
48.39,3,2184518160.0,4,8738072640.0
43.37,3,1957895279.9999998,4,7831581119.999999
29.01,3,1309627440.0,4,5238509760.0
19.79,3,893399759.9999999,4,3573599039.9999995
17.56,3,792728640.0,4,3170914560.0
43.77,3,1975952880.0000002,4,7903811520.000001
28.54,3,1288409760.0,4,5153639040.0
49.75,3,2245914000.0,4,8983656000.0
17.08,3,771059519.9999999,4,3084238079.9999995
36.88,3,1664910720.0,4,6659642880.0
42.24,3,1906882560.0,4,7627530240.0
17.79,3,803111759.9999999,4,3212447039.9999995
33.2,3,1498780800.0000002,4,5995123200.000001
11.74,3,529990560.0,4,2119962240.0
31.19,3,1408041360.0000002,4,5632165440.000001
33.97,3,1533541680.0,4,6134166720.0
16.02,3,723206880.0,4,2892827520.0
46.1,3,2081138400.0,4,8324553600.0
39.7,3,1792216800.0000002,4,7168867200.000001
14.57,3,657748080.0000001,4,2630992320.0000005
46.14,3,2082944160.0,4,8331776640.0
33.55,3,1514581199.9999998,4,6058324799.999999
28.68,3,1294729920.0,4,5178919680.0
10.58,3,477623520.00000006,4,1910494080.0000002
40.37,3,1822463280.0,4,7289853120.0
28.38,3,1281186720.0,4,5124746880.0
31.37,3,1416167280.0,4,5664669120.0
11.42,3,515544479.99999994,4,2062177919.9999998
36.37,3,1641887280.0,4,6567549120.0
42.87,3,1935323279.9999998,4,7741293119.999999
42.42,3,1915008480.0000002,4,7660033920.000001
13.92,3,628404480.0,4,2513617920.0
16.82,3,759322080.0000001,4,3037288320.0000005
13.5,3,609444000.0,4,2437776000.0
41.87,3,1890179279.9999998,4,7560717119.999999
12.84,3,579648960.0,4,2318595840.0
47.68,3,2152465920.0,4,8609863680.0
11.52,3,520058879.99999994,4,2080235519.9999998
39.57,3,1786348080.0,4,7145392320.0
23.13,3,1044180720.0,4,4176722880.0
48.71,3,2198964240.0,4,8795856960.0
35.26,3,1591777439.9999998,4,6367109759.999999
38.73,3,1748427119.9999998,4,6993708479.999999
48.06,3,2169620640.0,4,8678482560.0
37.67,3,1700574480.0000002,4,6802297920.000001
30.64,3,1383212160.0000002,4,5532848640.000001
46.14,3,2082944160.0,4,8331776640.0
36.57,3,1650916080.0,4,6603664320.0
22.86,3,1031991839.9999999,4,4127967359.9999995
21.69,3,979173360.0000001,4,3916693440.0000005
11.06,3,499292640.0,4,1997170560.0
44.38,3,2003490720.0000002,4,8013962880.000001
40.52,3,1829234880.0000002,4,7316939520.000001
43.5,3,1963764000.0,4,7855056000.0
11.36,3,512835840.0,4,2051343360.0
47.98,3,2166009120.0,4,8664036480.0
43.46,3,1961958240.0,4,7847832960.0
38.1,3,1719986400.0,4,6879945600.0
27.56,3,1244168639.9999998,4,4976674559.999999
36.05,3,1627441199.9999998,4,6509764799.999999
11.58,3,522767520.00000006,4,2091070080.0000002
48.76,3,2201221440.0,4,8804885760.0
48.61,3,2194449840.0,4,8777799360.0
30.19,3,1362897360.0000002,4,5451589440.000001
42.56,3,1921328640.0,4,7685314560.0
29.83,3,1346645519.9999998,4,5386582079.999999
20.17,3,910554480.0000001,4,3642217920.0000005
40.01,3,1806211439.9999998,4,7224845759.999999
28.29,3,1277123760.0,4,5108495040.0
49.54,3,2236433760.0,4,8945735040.0
44.48,3,2008005119.9999998,4,8032020479.999999
19.79,3,893399759.9999999,4,3573599039.9999995
36.84,3,1663104960.0000002,4,6652419840.000001
21.06,3,950732639.9999999,4,3802930559.9999995
15.67,3,707406480.0,4,2829625920.0
47.05,3,2124025200.0,4,8496100800.0
13.4,3,604929600.0,4,2419718400.0
47.16,3,2128991039.9999998,4,8515964159.999999
44.52,3,2009810880.0000002,4,8039243520.000001
19.85,3,896108400.0000001,4,3584433600.0000005
29.33,3,1324073519.9999998,4,5296294079.999999
13.41,3,605381040.0,4,2421524160.0
17.42,3,786408480.0000001,4,3145633920.0000005
10.72,3,483943680.00000006,4,1935774720.0000002
31.06,3,1402172639.9999998,4,5608690559.999999
48.43,3,2186323920.0,4,8745295680.0
33.88,3,1529478720.0,4,6117914880.0
44.51,3,2009359440.0,4,8037437760.0
15.24,3,687994560.0,4,2751978240.0
31.5,3,1422036000.0,4,5688144000.0
22.05,3,995425200.0,4,3981700800.0
27.68,3,1249585920.0,4,4998343680.0
45.0,3,2031480000.0,4,8125920000.0
18.62,3,840581280.0000001,4,3362325120.0000005
37.38,3,1687482720.0,4,6749930880.0
50.0,3,2257200000.0,4,9028800000.0
18.2,3,821620800.0,4,3286483200.0
35.42,3,1599000480.0000002,4,6396001920.000001
38.49,3,1737592560.0000002,4,6950370240.000001
41.35,3,1866704400.0,4,7466817600.0
37.37,3,1687031280.0,4,6748125120.0
19.26,3,869473440.0000001,4,3477893760.0000005
34.52,3,1558370880.0000002,4,6233483520.000001
12.59,3,568362960.0,4,2273451840.0
39.16,3,1767839039.9999998,4,7071356159.999999
23.27,3,1050500880.0,4,4202003520.0
45.03,3,2032834320.0000002,4,8131337280.000001
23.14,3,1044632160.0000001,4,4178528640.0000005
15.71,3,709212240.0000001,4,2836848960.0000005
12.12,3,547145280.0,4,2188581120.0
23.1,3,1042826400.0,4,4171305600.0
10.01,3,451891440.0,4,1807565760.0
32.5,3,1467180000.0,4,5868720000.0
29.37,3,1325879280.0,4,5303517120.0
34.34,3,1550244960.0000002,4,6200979840.000001
48.2,3,2175940800.0,4,8703763200.0
34.03,3,1536250320.0,4,6145001280.0
15.07,3,680320080.0000001,4,2721280320.0000005
46.88,3,2116350720.0000002,4,8465402880.000001
33.89,3,1529930160.0000002,4,6119720640.000001
36.69,3,1656333360.0,4,6625333440.0
28.17,3,1271706480.0000002,4,5086825920.000001
21.61,3,975561839.9999999,4,3902247359.9999995
25.27,3,1140788880.0,4,4563155520.0
49.5,3,2234628000.0,4,8938512000.0
40.89,3,1845938160.0000002,4,7383752640.000001
26.29,3,1186835760.0,4,4747343040.0
15.56,3,702440640.0,4,2809762560.0
17.13,3,773316719.9999999,4,3093266879.9999995
13.55,3,611701200.0,4,2446804800.0
49.15,3,2218827600.0,4,8875310400.0
37.7,3,1701928800.0000002,4,6807715200.000001
40.52,3,1829234880.0000002,4,7316939520.000001
28.13,3,1269900720.0,4,5079602880.0
15.9,3,717789600.0,4,2871158400.0
48.92,3,2208444480.0,4,8833777920.0
11.88,3,536310720.00000006,4,2145242880.0000002
48.21,3,2176392240.0,4,8705568960.0
48.88,3,2206638720.0000005,4,8826554880.000002
13.21,3,596352240.0000001,4,2385408960.0000005
11.49,3,518704560.0,4,2074818240.0
25.76,3,1162909440.0,4,4651637760.0
21.55,3,972853200.0,4,3891412800.0
32.21,3,1454088240.0,4,5816352960.0
24.44,3,1103319360.0000002,4,4413277440.000001
14.73,3,664971120.0,4,2659884480.0
39.34,3,1775964960.0000002,4,7103859840.000001
20.91,3,943961040.0000001,4,3775844160.0000005
19.86,3,896559840.0,4,3586239360.0
45.22,3,2041411679.9999998,4,8165646719.999999
24.83,3,1120925519.9999998,4,4483702079.999999
42.82,3,1933066080.0000002,4,7732264320.000001
18.78,3,847804320.0,4,3391217280.0
10.58,3,477623520.00000006,4,1910494080.0000002
28.84,3,1301952960.0,4,5207811840.0
30.44,3,1374183360.0000002,4,5496733440.000001
44.55,3,2011165200.0,4,8044660800.0
19.25,3,869022000.0,4,3476088000.0
28.83,3,1301501519.9999998,4,5206006079.999999
31.3,3,1413007200.0,4,5652028800.0
13.31,3,600866640.0,4,2403466560.0
32.08,3,1448219519.9999998,4,5792878079.999999
44.77,3,2021096880.0000002,4,8084387520.000001
10.68,3,482137919.99999994,4,1928551679.9999998
25.31,3,1142594639.9999998,4,4570378559.999999
29.53,3,1333102320.0,4,5332409280.0
24.96,3,1126794240.0,4,4507176960.0
22.34,3,1008516959.9999999,4,4034067839.9999995
16.81,3,758870640.0,4,3035482560.0
46.74,3,2110030560.0,4,8440122240.0
13.55,3,611701200.0,4,2446804800.0
26.65,3,1203087600.0,4,4812350400.0
17.8,3,803563200.0,4,3214252800.0
30.05,3,1356577200.0,4,5426308800.0
48.63,3,2195352720.0000005,4,8781410880.000002
47.44,3,2141631360.0,4,8566525440.0
28.06,3,1266740639.9999998,4,5066962559.999999
20.11,3,907845840.0,4,3631383360.0
48.68,3,2197609920.0,4,8790439680.0
18.36,3,828843840.0,4,3315375360.0
47.28,3,2134408320.0000002,4,8537633280.000001
34.53,3,1558822320.0,4,6235289280.0
37.6,3,1697414400.0,4,6789657600.0
34.05,3,1537153199.9999998,4,6148612799.999999
35.77,3,1614800880.0000002,4,6459203520.000001
22.43,3,1012579920.0,4,4050319680.0
34.26,3,1546633439.9999998,4,6186533759.999999
38.65,3,1744815600.0,4,6979262400.0
30.6,3,1381406400.0,4,5525625600.0
46.23,3,2087007119.9999998,4,8348028479.999999
14.54,3,656393759.9999999,4,2625575039.9999995
47.38,3,2138922720.0000002,4,8555690880.000001
25.27,3,1140788880.0,4,4563155520.0
19.44,3,877599360.0,4,3510397440.0
17.87,3,806723280.0000001,4,3226893120.0000005
16.06,3,725012640.0,4,2900050560.0
49.1,3,2216570400.0,4,8866281600.0
35.21,3,1589520240.0,4,6358080960.0
40.84,3,1843680960.0000002,4,7374723840.000001
45.04,3,2033285760.0,4,8133143040.0
18.89,3,852770160.0,4,3411080640.0
40.15,3,1812531600.0,4,7250126400.0
31.86,3,1438287839.9999998,4,5753151359.999999
18.28,3,825232320.0,4,3300929280.0
41.45,3,1871218800.0000002,4,7484875200.000001
49.47,3,2233273679.9999995,4,8933094719.999998
19.43,3,877147919.9999999,4,3508591679.9999995
49.08,3,2215667520.0,4,8862670080.0
42.78,3,1931260320.0000002,4,7725041280.000001
26.15,3,1180515600.0,4,4722062400.0
22.69,3,1024317360.0000001,4,4097269440.0000005
25.61,3,1156137839.9999998,4,4624551359.999999
15.08,3,680771520.0,4,2723086080.0
40.56,3,1831040640.0,4,7324162560.0
36.05,3,1627441199.9999998,4,6509764799.999999
49.21,3,2221536240.0,4,8886144960.0
42.66,3,1925843039.9999998,4,7703372159.999999
29.68,3,1339873920.0,4,5359495680.0
49.63,3,2240496720.0000005,4,8961986880.000002
24.86,3,1122279839.9999998,4,4489119359.999999
30.37,3,1371023280.0,4,5484093120.0
40.38,3,1822914720.0,4,7291658880.0
47.33,3,2136665519.9999998,4,8546662079.999999
25.92,3,1170132480.0000002,4,4680529920.000001
23.73,3,1071267120.0,4,4285068480.0
31.0,3,1399464000.0,4,5597856000.0
30.54,3,1378697760.0,4,5514791040.0
20.73,3,935835120.0,4,3743340480.0
35.89,3,1620218160.0000002,4,6480872640.000001
18.31,3,826586640.0,4,3306346560.0
21.37,3,964727280.0,4,3858909120.0
43.51,3,1964215440.0,4,7856861760.0
17.34,3,782796960.0,4,3131187840.0
41.58,3,1877087519.9999998,4,7508350079.999999
41.42,3,1869864480.0000002,4,7479457920.000001
13.42,3,605832480.0,4,2423329920.0
29.43,3,1328587920.0,4,5314351680.0
45.08,3,2035091519.9999998,4,8140366079.999999
44.97,3,2030125679.9999998,4,8120502719.999999
27.69,3,1250037360.0000002,4,5000149440.000001
48.21,3,2176392240.0,4,8705568960.0
32.47,3,1465825680.0,4,5863302720.0
10.92,3,492972479.99999994,4,1971889919.9999998
43.74,3,1974598560.0,4,7898394240.0
28.86,3,1302855839.9999998,4,5211423359.999999
45.26,3,2043217440.0,4,8172869760.0
19.68,3,888433919.9999999,4,3553735679.9999995
11.24,3,507418560.0,4,2029674240.0
15.81,3,713726640.0,4,2854906560.0
34.43,3,1554307920.0,4,6217231680.0
10.16,3,458663040.00000006,4,1834652160.0000002
25.67,3,1158846480.0000002,4,4635385920.000001
15.21,3,686640240.0000001,4,2746560960.0000005
36.94,3,1667619360.0,4,6670477440.0
18.83,3,850061519.9999999,4,3400246079.9999995
27.52,3,1242362880.0,4,4969451520.0
41.98,3,1895145119.9999998,4,7580580479.999999
22.14,3,999488160.0000001,4,3997952640.0000005
45.84,3,2069400960.0000002,4,8277603840.000001
31.96,3,1442802240.0,4,5771208960.0
39.06,3,1763324640.0,4,7053298560.0
35.95,3,1622926800.0000002,4,6491707200.000001
27.33,3,1233785519.9999998,4,4935142079.999999
46.43,3,2096035919.9999998,4,8384143679.999999
31.27,3,1411652880.0,4,5646611520.0
21.64,3,976916160.0000001,4,3907664640.0000005
42.44,3,1915911360.0,4,7663645440.0
16.68,3,753001919.9999999,4,3012007679.9999995
49.63,3,2240496720.0000005,4,8961986880.000002
14.29,3,645107759.9999999,4,2580431039.9999995
20.26,3,914617440.0000001,4,3658469760.0000005
35.57,3,1605772080.0,4,6423088320.0
38.19,3,1724049360.0,4,6896197440.0
24.19,3,1092033360.0000002,4,4368133440.000001
44.87,3,2025611279.9999998,4,8102445119.999999
16.43,3,741715919.9999999,4,2966863679.9999995
